Date,Open,High,Low,Close,Adj Close,Volume
2020-06-14,9477.553711,9482.270508,9347.59375,9386.788086,9386.788086,18991732746
2020-06-15,9386.035156,9504.860352,8990.175781,9450.702148,9450.702148,26699704768
2020-06-16,9454.266602,9579.430664,9400.445313,9538.024414,9538.024414,21565537209
2020-06-17,9533.78418,9540.422852,9327.339844,9480.254883,9480.254883,20177709879
2020-06-18,9481.567383,9482.782227,9328.395508,9411.84082,9411.84082,17770083003
2020-06-19,9410.293945,9440.875977,9274.295898,9288.018555,9288.018555,19632223107
2020-06-20,9290.959961,9394.97168,9247.379883,9332.34082,9332.34082,17130541557
2020-06-21,9330.926758,9401.107422,9300.430664,9303.629883,9303.629883,15324301169
2020-06-22,9300.915039,9655.073242,9296.87207,9648.717773,9648.717773,21104009514
2020-06-23,9644.076172,9670.541016,9547.24707,9629.658203,9629.658203,17006433272
2020-06-24,9632.149414,9680.367188,9278.233398,9313.610352,9313.610352,18961716076
2020-06-25,9314.126953,9340.161133,9095.324219,9264.813477,9264.813477,18616048626
2020-06-26,9260.995117,9310.516602,9101.738281,9162.917969,9162.917969,18341465837
2020-06-27,9167.824219,9207.810547,8998.216797,9045.390625,9045.390625,17273093144
2020-06-28,9048.460938,9197.546875,8975.525391,9143.582031,9143.582031,14560870760
2020-06-29,9140.029297,9237.573242,9041.875977,9190.854492,9190.854492,16460547078
2020-06-30,9185.581055,9217.835938,9084.837891,9137.993164,9137.993164,15735797744
2020-07-01,9145.985352,9309.754883,9104.735352,9228.325195,9228.325195,15971550355
2020-07-02,9231.139648,9274.962891,9036.623047,9123.410156,9123.410156,16338916796
2020-07-03,9124.842773,9202.344727,9058.794922,9087.303711,9087.303711,13078970999
2020-07-04,9084.233398,9183.295898,9053.629883,9132.488281,9132.488281,12290528515
2020-07-05,9126.09082,9162.183594,8977.015625,9073.942383,9073.942383,12903406143
2020-07-06,9072.849609,9375.474609,9058.664063,9375.474609,9375.474609,17889263252
2020-07-07,9349.161133,9360.617188,9201.81543,9252.277344,9252.277344,13839652595
2020-07-08,9253.020508,9450.335938,9249.5,9428.333008,9428.333008,19702359883
2020-07-09,9427.994141,9431.378906,9234.999023,9277.967773,9277.967773,18000702524
2020-07-10,9273.357422,9287.47168,9118.001953,9278.807617,9278.807617,16860035605
2020-07-11,9277.511719,9293.532227,9199.485352,9240.34668,9240.34668,13249910444
2020-07-12,9241.054688,9319.418945,9197.450195,9276.5,9276.5,14452361907
2020-07-13,9277.205078,9306.405273,9224.292969,9243.614258,9243.614258,17519821266
2020-07-14,9238.703125,9283.841797,9171.661133,9243.213867,9243.213867,18085038362
2020-07-15,9241.897461,9275.325195,9171.933594,9192.836914,9192.836914,15844731575
2020-07-16,9191.980469,9214.3125,9088.947266,9132.227539,9132.227539,15713967523
2020-07-17,9131.8125,9182.253906,9089.202148,9151.392578,9151.392578,13944570749
2020-07-18,9151.183594,9230.983398,9100.824219,9159.040039,9159.040039,12252601475
2020-07-19,9158.005859,9201.398438,9097.632813,9185.817383,9185.817383,12939002784
2020-07-20,9187.220703,9214.270508,9137.509766,9164.231445,9164.231445,13755604146
2020-07-21,9162.514648,9407.262695,9149.389648,9374.887695,9374.887695,18069581956
2020-07-22,9375.080078,9530.518555,9319.65332,9525.363281,9525.363281,16532254884
2020-07-23,9527.141602,9610.24707,9483.003906,9581.072266,9581.072266,18146399002
2020-07-24,9585.514648,9623.336914,9481.454102,9536.892578,9536.892578,16552768325
2020-07-25,9539.485352,9704.556641,9530.211914,9677.113281,9677.113281,16610070933
2020-07-26,9680.234375,10023.80762,9652.847656,9905.166992,9905.166992,20507998997
2020-07-27,9905.217773,11298.22168,9903.969727,10990.87305,10990.87305,35359749590
2020-07-28,11017.46387,11204.32715,10632.63184,10912.82324,10912.82324,28766551142
2020-07-29,10912.95313,11304.39746,10856.1416,11100.46777,11100.46777,24617249715
2020-07-30,11099.83301,11169.35644,10895.45508,11111.21387,11111.21387,22857247901
2020-07-31,11110.21094,11415.86426,10987.05371,11323.4668,11323.4668,23160469766
2020-08-01,11322.57031,11794.77539,11239.68262,11759.59277,11759.59277,26075670303
2020-08-02,11758.76465,12034.14453,11018.12988,11053.61426,11053.61426,27410067336
2020-08-03,11043.76856,11453.0791,11012.41504,11246.34863,11246.34863,20271713443
2020-08-04,11246.20313,11385.38184,11094.14551,11205.89258,11205.89258,21250197042
2020-08-05,11203.82324,11786.61719,11158.28516,11747.02246,11747.02246,24411254471
2020-08-06,11749.87109,11902.33594,11598.71387,11779.77344,11779.77344,23400740340
2020-08-07,11778.89453,11898.03809,11408.59375,11601.47266,11601.47266,23132312867
2020-08-08,11604.55371,11800.06445,11558.43164,11754.0459,11754.0459,17572057837
2020-08-09,11737.32519,11806.05664,11548.78418,11675.73926,11675.73926,17489608833
2020-08-10,11662.25684,12045.14063,11662.25684,11878.11133,11878.11133,26114112569
2020-08-11,11881.64746,11932.71094,11195.70898,11410.52539,11410.52539,27039782640
2020-08-12,11404.59668,11748.39648,11249.60547,11584.93457,11584.93457,25064548486
2020-08-13,11588.40527,11796.39648,11216.87207,11784.13769,11784.13769,27522199497
2020-08-14,11772.65918,12150.99414,11685.45508,11768.87109,11768.87109,24237958589
2020-08-15,11768.69727,11963.20313,11768.69727,11865.69824,11865.69824,23354924400
2020-08-16,11866.68555,11934.90137,11737.18848,11892.80371,11892.80371,20583375490
2020-08-17,11895.6582,12359.05664,11806.69629,12254.40234,12254.40234,28227687027
2020-08-18,12251.89551,12335.70703,11954.52539,11991.2334,11991.2334,26043227672
2020-08-19,11990.88477,12028.92383,11687.33301,11758.2832,11758.2832,24502851117
2020-08-20,11761.5,11900.41113,11710.06348,11878.37207,11878.37207,20175242945
2020-08-21,11878.02637,11899.25977,11564.97949,11592.48926,11592.48926,23762425999
2020-08-22,11585.47754,11689.40723,11448.80566,11681.82519,11681.82519,20224191306
2020-08-23,11679.69629,11713.42969,11559.9209,11664.84766,11664.84766,18482062658
2020-08-24,11663.68945,11807.63184,11623.25,11774.5957,11774.5957,20681511755
2020-08-25,11773.58887,11778.29981,11189.85059,11366.13477,11366.13477,26301509932
2020-08-26,11366.89453,11530.05273,11296.99316,11488.36328,11488.36328,22466660958
2020-08-27,11485.6084,11570.78613,11185.94141,11323.39746,11323.39746,23240415076
2020-08-28,11325.2959,11545.61523,11316.42285,11542.5,11542.5,19807127588
2020-08-29,11541.05469,11585.64063,11466.29297,11506.86523,11506.86523,17485597759
2020-08-30,11508.71387,11715.26465,11492.38184,11711.50586,11711.50586,19760127945
2020-08-31,11713.30664,11768.87695,11598.31836,11680.82031,11680.82031,22285928250
2020-09-01,11679.31641,12067.08106,11601.12891,11970.47852,11970.47852,27311555343
2020-09-02,11964.82324,11964.82324,11290.79394,11414.03418,11414.03418,28037405299
2020-09-03,11407.19141,11443.02246,10182.46484,10245.29688,10245.29688,31927261555
2020-09-04,10230.36523,10663.91992,10207.94043,10511.81348,10511.81348,29965130374
2020-09-05,10512.53027,10581.57129,9946.675781,10169.56738,10169.56738,44916565292
2020-09-06,10167.2168,10353.92773,10056.88574,10280.35156,10280.35156,37071460174
2020-09-07,10280.99805,10399.15332,9916.493164,10369.56348,10369.56348,33703098409
2020-09-08,10369.30664,10414.77539,9945.110352,10131.5166,10131.5166,33430927462
2020-09-09,10134.15137,10350.54297,10017.25098,10242.34766,10242.34766,24128292755
2020-09-10,10242.33008,10503.91211,10238.13574,10363.13867,10363.13867,54406443211
2020-09-11,10369.02832,10434.92285,10140.83691,10400.91504,10400.91504,45201121775
2020-09-12,10409.86133,10578.83789,10292.38672,10442.1709,10442.1709,36750077324
2020-09-13,10452.39941,10577.21484,10224.33008,10323.75586,10323.75586,36506852789
2020-09-14,10328.73438,10800.01074,10266.00879,10680.83789,10680.83789,35453581940
2020-09-15,10677.75488,10938.63184,10656.45996,10796.95117,10796.95117,32509451925
2020-09-16,10797.76172,11100.12402,10704.88477,10974.90527,10974.90527,30769986455
2020-09-17,10973.25195,11037.4209,10774.62793,10948.99023,10948.99023,38151810523
2020-09-18,10951.82031,11034.9082,10829.65723,10944.58594,10944.58594,26341903912
2020-09-19,10933.75293,11134.09277,10909.61816,11094.34668,11094.34668,22764204008
2020-09-20,11095.87012,11095.87012,10814.47754,10938.27148,10938.27148,24699523788
2020-09-21,10934.92578,10988.30469,10380.26074,10462.25977,10462.25977,28884999244
2020-09-22,10459.62402,10568.07715,10382.72656,10538.45996,10538.45996,23621787804
2020-09-23,10535.49219,10537.82813,10197.86523,10246.18652,10246.18652,23788661867
2020-09-24,10248.78613,10771.05664,10231.49023,10760.06641,10760.06641,47144380902
2020-09-25,10761.10938,10777.69629,10578.91406,10692.7168,10692.7168,39348590957
2020-09-26,10695.57519,10772.99902,10667.28125,10750.72363,10750.72363,46852525493
2020-09-27,10746.89258,10803.97656,10622.92188,10775.26953,10775.26953,53745972818
2020-09-28,10776.61328,10945.34766,10703.89356,10709.65234,10709.65234,47762394731
2020-09-29,10709.65039,10860.00098,10649.49512,10844.64063,10844.64063,46582396602
2020-09-30,10843.87109,10847.25684,10669.32129,10784.49121,10784.49121,44171073700
2020-10-01,10795.25488,10933.62402,10472.35644,10619.45215,10619.45215,40023134100
2020-10-02,10619.82129,10657.83789,10416.68945,10575.97461,10575.97461,48661453918
2020-10-03,10575.10059,10598.94043,10511.12988,10549.3291,10549.3291,44660271563
2020-10-04,10550.44043,10686,10534.3916,10669.58301,10669.58301,71251776995
2020-10-05,10676.5293,10793.50781,10634.60059,10793.33984,10793.33984,47537578009
2020-10-06,10796.30664,10797.57813,10528.89063,10604.40625,10604.40625,42623695307
2020-10-07,10603.35547,10680.50781,10562.50684,10668.96875,10668.96875,37799458436
2020-10-08,10669.37109,10945.73731,10562.60644,10915.68555,10915.68555,63314794397
2020-10-09,10927.91309,11102.67188,10846.85059,11064.45801,11064.45801,22799117613
2020-10-10,11059.14258,11442.21094,11056.94043,11296.36133,11296.36133,22877978588
2020-10-11,11296.08203,11428.81348,11288.62793,11384.18164,11384.18164,19968627060
2020-10-12,11392.63574,11698.46777,11240.68652,11555.36328,11555.36328,26163972642
2020-10-13,11548.71973,11548.98438,11321.22461,11425.89941,11425.89941,24241420251
2020-10-14,11429.04785,11539.97754,11307.83106,11429.50684,11429.50684,24103426719
2020-10-15,11426.60254,11569.91406,11303.60352,11495.34961,11495.34961,24487233058
2020-10-16,11502.82813,11540.06152,11223.01269,11322.12305,11322.12305,25635480772
2020-10-17,11322.12305,11386.26172,11285.3457,11358.10156,11358.10156,19130430174
2020-10-18,11355.98242,11483.35938,11347.57813,11483.35938,11483.35938,18283314340
2020-10-19,11495.03809,11799.09277,11408.29004,11742.03711,11742.03711,23860769928
2020-10-20,11745.97461,11999.91797,11681.48047,11916.33496,11916.33496,30915821592
2020-10-21,11913.07715,13184.56641,11900.92871,12823.68945,12823.68945,43414712626
2020-10-22,12801.63574,13161.59375,12717.09375,12965.8916,12965.8916,34729759598
2020-10-23,12971.54883,13015.96191,12752.64746,12931.53906,12931.53906,28974975003
2020-10-24,12931.57422,13145.06641,12885.74707,13108.0625,13108.0625,24542317940
2020-10-25,13108.06348,13329.18359,12910.06152,13031.17383,13031.17383,24406920575
2020-10-26,13031.20117,13225.29785,12822.38281,13075.24805,13075.24805,29461458313
2020-10-27,13075.24219,13759.66894,13060.83789,13654.21875,13654.21875,33749878156
2020-10-28,13654.21484,13837.69531,12932.25098,13271.28516,13271.28516,35867318895
2020-10-29,13271.29883,13612.04785,12980.05957,13437.88281,13437.88281,56499499598
2020-10-30,13437.87402,13651.5166,13136.19824,13546.52246,13546.52246,30581485201
2020-10-31,13546.53223,14028.21387,13457.53027,13780.99512,13780.99512,30306464719
2020-11-01,13780.99512,13862.0332,13628.37793,13737.10938,13737.10938,24453857900
2020-11-02,13737.03223,13808.32324,13243.16016,13550.48926,13550.48926,30771455468
2020-11-03,13550.45117,13984.98144,13325.44141,13950.30078,13950.30078,29869951617
2020-11-04,13950.48828,14218.7666,13580.47168,14133.70703,14133.70703,35116364962
2020-11-05,14133.7334,15706.4043,14102.08887,15579.84863,15579.84863,40856321439
2020-11-06,15579.72949,15903.4375,15226.83984,15565.88086,15565.88086,39837841971
2020-11-07,15565.88086,15737.0957,14423.20313,14833.75391,14833.75391,35024953706
2020-11-08,14833.75391,15637.32031,14744.11035,15479.56738,15479.56738,26632075029
2020-11-09,15479.5957,15785.13672,14865.5293,15332.31543,15332.31543,34149115566
2020-11-10,15332.35059,15450.3291,15124.95996,15290.90234,15290.90234,25574938143
2020-11-11,15290.90918,15916.26074,15290.00684,15701.33984,15701.33984,29772374934
2020-11-12,15701.29883,16305.00391,15534.77148,16276.34375,16276.34375,34175758344
2020-11-13,16276.44043,16463.17773,15992.15234,16317.80859,16317.80859,31599492172
2020-11-14,16317.80859,16317.80859,15749.19336,16068.13867,16068.13867,27481710135
2020-11-15,16068.13965,16123.11035,15793.53418,15955.58789,15955.58789,23653867583
2020-11-16,15955.57715,16816.18164,15880.70606,16716.11133,16716.11133,31526766675
2020-11-17,16685.69141,17782.91992,16564.54492,17645.40625,17645.40625,39006849170
2020-11-18,17645.19141,18393.94922,17352.90625,17804.00586,17804.00586,49064800278
2020-11-19,17803.86133,18119.54688,17382.55469,17817.08984,17817.08984,36985055355
2020-11-20,17817.08398,18773.22656,17765.79492,18621.31445,18621.31445,36992873940
2020-11-21,18621.31641,18936.62109,18444.35938,18642.23242,18642.23242,39650210707
2020-11-22,18642.23242,18688.96875,17671.38477,18370.00195,18370.00195,41280434226
2020-11-23,18370.01758,18711.42578,18000.79688,18364.12109,18364.12109,42741112308
2020-11-24,18365.01563,19348.27148,18128.65625,19107.46484,19107.46484,51469565009
2020-11-25,19104.41016,19390.96484,18581.14648,18732.12109,18732.12109,43710357371
2020-11-26,18729.83984,18866.28516,16351.03516,17150.62305,17150.62305,61396835737
2020-11-27,17153.91406,17445.02344,16526.42383,17108.40234,17108.40234,38886494645
